,Ticker,Current_Price,Fifty_Two_Week_Low,Fifty_Two_Week_High
1679,WEC,105.64,86.84,108.39
1680,WEC,105.64,86.84,108.39
1681,WEC,105.64,86.84,108.39
1682,WFC,45.94,36.54,60.3
1683,WFC,45.94,36.54,60.3
1684,WFC,45.94,36.54,60.3
1685,WFC,45.94,36.54,60.3
1686,WFM,0.0,0.0,0.0
1687,WFM,0.0,0.0,0.0
1688,WFM,0.0,0.0,0.0
1689,WFM,0.0,0.0,0.0
1690,WHR,167.3,145.93,245.44
1691,WHR,167.3,145.93,245.44
1692,WHR,167.3,145.93,245.44
1693,WHR,167.3,145.93,245.44
1694,WLTW,0.0,0.0,0.0
1695,WLTW,0.0,0.0,0.0
1696,WLTW,0.0,0.0,0.0
1697,WLTW,0.0,0.0,0.0
1698,WM,171.74,138.58,172.44
1699,WM,171.74,138.58,172.44
1700,WM,171.74,138.58,172.44
1701,WM,171.74,138.58,172.44
1702,WMB,34.16,23.53,37.97
1703,WMB,34.16,23.53,37.97
1704,WMB,34.16,23.53,37.97
1705,WMB,34.16,23.53,37.97
1706,WMT,132.22,117.27,160.77
1707,WMT,132.22,117.27,160.77
1708,WMT,132.22,117.27,160.77
1709,WMT,132.22,117.27,160.77
1710,WRK,42.86,38.281,54.78
1711,WRK,42.86,38.281,54.78
1712,WRK,42.86,38.281,54.78
1713,WU,16.69,15.3,22.55
1714,WU,16.69,15.3,22.55
1715,WU,16.69,15.3,22.55
1716,WU,16.69,15.3,22.55
1717,WY,36.89,32.5,43.04
1718,WY,36.89,32.5,43.04
1719,WY,36.89,32.5,43.04
1720,WY,36.89,32.5,43.04
1721,WYN,0.0,0.0,0.0
1722,WYN,0.0,0.0,0.0
1723,WYN,0.0,0.0,0.0
1724,WYN,0.0,0.0,0.0
1725,WYNN,68.74,50.2,107.44
1726,WYNN,68.74,50.2,107.44
1727,WYNN,68.74,50.2,107.44
1728,WYNN,68.74,50.2,107.44
1729,XEC,0.0,0.0,0.0
1730,XEC,0.0,0.0,0.0
1731,XEC,0.0,0.0,0.0
1732,XEC,0.0,0.0,0.0
1733,XEL,75.96,61.16,76.63
1734,XEL,75.96,61.16,76.63
1735,XEL,75.96,61.16,76.63
1736,XEL,75.96,61.16,76.63
1737,XL,1.4,1.07,7.1
1738,XL,1.4,1.07,7.1
1739,XL,1.4,1.07,7.1
1740,XL,1.4,1.07,7.1
1741,XLNX,0.0,0.0,0.0
1742,XLNX,0.0,0.0,0.0
1743,XLNX,0.0,0.0,0.0
1744,XLNX,0.0,0.0,0.0
1745,XOM,94.0,52.1,105.57
1746,XOM,94.0,52.1,105.57
1747,XOM,94.0,52.1,105.57
1748,XOM,94.0,52.1,105.57
1749,XRAY,37.65,33.78,63.1
1750,XRAY,37.65,33.78,63.1
1751,XRAY,37.65,33.78,63.1
1752,XRAY,37.65,33.78,63.1
1753,XRX,19.14,13.24,24.14
1754,XRX,19.14,13.24,24.14
1755,XRX,19.14,13.24,24.14
1756,XRX,19.14,13.24,24.14
1757,XYL,103.38,72.08,138.78
1758,XYL,103.38,72.08,138.78
1759,XYL,103.38,72.08,138.78
1760,XYL,103.38,72.08,138.78
1761,YHOO,0.0,0.0,0.0
1762,YHOO,0.0,0.0,0.0
1763,YHOO,0.0,0.0,0.0
1764,YHOO,0.0,0.0,0.0
1765,YUM,118.16,108.37,139.85
1766,YUM,118.16,108.37,139.85
1767,YUM,118.16,108.37,139.85
1768,YUM,118.16,108.37,139.85
1769,ZBH,117.22,100.39,149.28156
1770,ZBH,117.22,100.39,149.28156
1771,ZBH,117.22,100.39,149.28156
1772,ZBH,117.22,100.39,149.28156
1773,ZION,58.22,47.92,75.44
1774,ZION,58.22,47.92,75.44
1775,ZION,58.22,47.92,75.44
1776,ZION,58.22,47.92,75.44
1777,ZTS,175.67,154.18,249.27
1778,ZTS,175.67,154.18,249.27
1779,ZTS,175.67,154.18,249.27
1780,ZTS,175.67,154.18,249.27
