,Ticker,Current_Price,Fifty_Two_Week_Low,Fifty_Two_Week_High
945,LEG,41.49,33.19,49.92
946,LEG,41.49,33.19,49.92
947,LEN,88.27,62.54,117.54
948,LEN,88.27,62.54,117.54
949,LEN,88.27,62.54,117.54
950,LEN,88.27,62.54,117.54
951,LH,259.42,212.4,317.17
952,LH,259.42,212.4,317.17
953,LH,259.42,212.4,317.17
954,LH,259.42,212.4,317.17
955,LKQ,56.22,42.36,60.43
956,LKQ,56.22,42.36,60.43
957,LKQ,56.22,42.36,60.43
958,LKQ,56.22,42.36,60.43
959,LLL,1.39,1.11,7.16
960,LLL,1.39,1.11,7.16
961,LLL,1.39,1.11,7.16
962,LLL,1.39,1.11,7.16
963,LLTC,0.0,0.0,0.0
964,LLTC,0.0,0.0,0.0
965,LLTC,0.0,0.0,0.0
966,LLTC,0.0,0.0,0.0
967,LLY,308.08,220.2,335.33
968,LLY,308.08,220.2,335.33
969,LLY,308.08,220.2,335.33
970,LLY,308.08,220.2,335.33
971,LMT,434.24,324.23,479.99
972,LMT,434.24,324.23,479.99
973,LMT,434.24,324.23,479.99
974,LMT,434.24,324.23,479.99
975,LNT,63.35,54.2,65.37
976,LNT,63.35,54.2,65.37
977,LNT,63.35,54.2,65.37
978,LNT,63.35,54.2,65.37
979,LOW,206.47,170.12,263.31
980,LOW,206.47,170.12,263.31
981,LOW,206.47,170.12,263.31
982,LOW,206.47,170.12,263.31
983,LRCX,518.59,375.87,731.85
984,LRCX,518.59,375.87,731.85
985,LRCX,518.59,375.87,731.85
986,LRCX,518.59,375.87,731.85
987,LUK,0.0,0.0,0.0
988,LUK,0.0,0.0,0.0
989,LUK,0.0,0.0,0.0
990,LUK,0.0,0.0,0.0
991,LUV,39.46,34.36,56.33
992,LUV,39.46,34.36,56.33
993,LUV,39.46,34.36,56.33
994,LUV,39.46,34.36,56.33
995,LVLT,0.0,0.0,0.0
996,LVLT,0.0,0.0,0.0
997,LVLT,0.0,0.0,0.0
998,LVLT,0.0,0.0,0.0
999,LYB,92.33,82.14,117.22
1000,LYB,92.33,82.14,117.22
1001,LYB,92.33,82.14,117.22
1002,LYB,92.33,82.14,117.22
1003,M,19.96,15.85,37.95
1004,M,19.96,15.85,37.95
1005,M,19.96,15.85,37.95
1006,M,19.96,15.85,37.95
1007,MA,354.27,303.65,399.92
1008,MA,354.27,303.65,399.92
1009,MA,354.27,303.65,399.92
1010,MA,354.27,303.65,399.92
1011,MAA,187.79,158.85,231.63
1012,MAA,187.79,158.85,231.63
1013,MAA,187.79,158.85,231.63
1014,MAA,187.79,158.85,231.63
1015,MAC,11.5,8.42,22.88
1016,MAC,11.5,8.42,22.88
1017,MAC,11.5,8.42,22.88
1018,MAC,11.5,8.42,22.88
1019,MAR,164.07,127.58,195.9
1020,MAR,164.07,127.58,195.9
1021,MAR,164.07,127.58,195.9
1022,MAR,164.07,127.58,195.9
1023,MAS,55.58,46.27,71.06
1024,MAS,55.58,46.27,71.06
1025,MAS,55.58,46.27,71.06
1026,MAS,55.58,46.27,71.06
1027,MAT,23.54,17.95,26.99
1028,MAT,23.54,17.95,26.99
1029,MAT,23.54,17.95,26.99
1030,MAT,23.54,17.95,26.99
1031,MCD,262.18,217.68,271.15
1032,MCD,262.18,217.68,271.15
1033,MCD,262.18,217.68,271.15
1034,MCD,262.18,217.68,271.15
1035,MCHP,73.71,54.33,90.0
1036,MCHP,73.71,54.33,90.0
1037,MCHP,73.71,54.33,90.0
1038,MCHP,73.71,54.33,90.0
1039,MCK,365.2,193.89,365.4
1040,MCK,365.2,193.89,365.4
1041,MCK,365.2,193.89,365.4
1042,MCK,365.2,193.89,365.4
1043,MCO,322.97,251.01,407.94
1044,MCO,322.97,251.01,407.94
1045,MCO,322.97,251.01,407.94
1046,MCO,322.97,251.01,407.94
1047,MDLZ,64.2,57.63,69.47
1048,MDLZ,64.2,57.63,69.47
1049,MDLZ,64.2,57.63,69.47
1050,MDLZ,64.2,57.63,69.47
1051,MET,67.81,57.05,73.18
1052,MET,67.81,57.05,73.18
1053,MET,67.81,57.05,73.18
1054,MET,67.81,57.05,73.18
1055,MHK,127.0,114.96,209.25
1056,MHK,127.0,114.96,209.25
1057,MHK,127.0,114.96,209.25
1058,MHK,127.0,114.96,209.25
1059,MJN,0.0,0.0,0.0
1060,MJN,0.0,0.0,0.0
1061,MJN,0.0,0.0,0.0
1062,MJN,0.0,0.0,0.0
1063,MKC,90.67,77.85,107.35
1064,MKC,90.67,77.85,107.35
1065,MKC,90.67,77.85,107.35
1066,MKC,90.67,77.85,107.35
1067,MLM,370.1,284.99,446.46
1068,MLM,370.1,284.99,446.46
1069,MLM,370.1,284.99,446.46
1070,MLM,370.1,284.99,446.46
1071,MMC,172.72,142.8,183.14
1072,MMC,172.72,142.8,183.14
1073,MMC,172.72,142.8,183.14
1074,MMC,172.72,142.8,183.14
1075,MMM,152.24,125.6,202.77
1076,MMM,152.24,125.6,202.77
1077,MMM,152.24,125.6,202.77
1078,MMM,152.24,125.6,202.77
1079,MNST,90.02,71.78,99.81
1080,MNST,90.02,71.78,99.81
1081,MNST,90.02,71.78,99.81
1082,MNST,90.02,71.78,99.81
1083,MO,45.15,41.0,57.05
1084,MO,45.15,41.0,57.05
1085,MO,45.15,41.0,57.05
1086,MO,45.15,41.0,57.05
1087,MON,9.89,9.64,9.95
1088,MON,9.89,9.64,9.95
1089,MON,9.89,9.64,9.95
1090,MON,9.89,9.64,9.95
1091,MOS,54.85,29.14,79.28
1092,MOS,54.85,29.14,79.28
1093,MOS,54.85,29.14,79.28
1094,MOS,54.85,29.14,79.28
1095,MPC,97.47,53.47,114.35
1096,MPC,97.47,53.47,114.35
1097,MPC,97.47,53.47,114.35
1098,MPC,97.47,53.47,114.35
1099,MRK,91.02,70.89,95.72
1100,MRK,91.02,70.89,95.72
1101,MRK,91.02,70.89,95.72
1102,MRK,91.02,70.89,95.72
1103,MRO,24.06,10.41,33.24
1104,MRO,24.06,10.41,33.24
1105,MRO,24.06,10.41,33.24
1106,MRO,24.06,10.41,33.24
1107,MSFT,291.91,241.51,349.67
1108,MSFT,291.91,241.51,349.67
1109,MSFT,291.91,241.51,349.67
1110,MSFT,291.91,241.51,349.67
1111,MTB,189.82,131.42,189.88
1112,MTB,189.82,131.42,189.88
1113,MTB,189.82,131.42,189.88
1114,MTB,189.82,131.42,189.88
1115,MTD,1364.1,1082.78,1714.75
1116,MTD,1364.1,1082.78,1714.75
1117,MTD,1364.1,1082.78,1714.75
1118,MTD,1364.1,1082.78,1714.75
1119,MU,65.04,51.4,98.45
1120,MU,65.04,51.4,98.45
1121,MU,65.04,51.4,98.45
1122,MU,65.04,51.4,98.45
1123,MUR,35.23,18.84,45.79
1124,MUR,35.23,18.84,45.79
1125,MUR,35.23,18.84,45.79
1126,MUR,35.23,18.84,45.79
1127,MYL,0.0,0.0,0.0
1128,MYL,0.0,0.0,0.0
1129,NAVI,16.87,12.45,23.8
1130,NAVI,16.87,12.45,23.8
1131,NAVI,16.87,12.45,23.8
1132,NBL,0.0,0.0,0.0
1133,NBL,0.0,0.0,0.0
1134,NBL,0.0,0.0,0.0
1135,NBL,0.0,0.0,0.0
1136,NDAQ,190.42,140.31,214.96
1137,NDAQ,190.42,140.31,214.96
1138,NDAQ,190.42,140.31,214.96
1139,NDAQ,190.42,140.31,214.96
1140,NEE,90.47,67.22,93.73
1141,NEE,90.47,67.22,93.73
1142,NEE,90.47,67.22,93.73
1143,NEE,90.47,67.22,93.73
1144,NEM,46.55,43.9,86.37
1145,NEM,46.55,43.9,86.37
1146,NEM,46.55,43.9,86.37
1147,NEM,46.55,43.9,86.37
1148,NFLX,249.3,162.71,700.99
1149,NFLX,249.3,162.71,700.99
1150,NFLX,249.3,162.71,700.99
1151,NFLX,249.3,162.71,700.99
1152,NFX,0.0,0.0,0.0
1153,NFX,0.0,0.0,0.0
1154,NFX,0.0,0.0,0.0
1155,NFX,0.0,0.0,0.0
1156,NKE,116.07,99.53,179.1
1157,NKE,116.07,99.53,179.1
1158,NKE,116.07,99.53,179.1
1159,NKE,116.07,99.53,179.1
1160,NLSN,27.58,16.02,27.79
1161,NLSN,27.58,16.02,27.79
1162,NLSN,27.58,16.02,27.79
1163,NLSN,27.58,16.02,27.79
1164,NOV,18.62,11.46,24.06
1165,NOV,18.62,11.46,24.06
1166,NOV,18.62,11.46,24.06
1167,NOV,18.62,11.46,24.06
1168,NSC,261.84,217.0,299.2
1169,NSC,261.84,217.0,299.2
1170,NSC,261.84,217.0,299.2
1171,NSC,261.84,217.0,299.2
1172,NTAP,74.93,61.26,96.82
1173,NTAP,74.93,61.26,96.82
1174,NTAP,74.93,61.26,96.82
1175,NTAP,74.93,61.26,96.82
1176,NTRS,104.05,89.68,135.15
1177,NTRS,104.05,89.68,135.15
1178,NTRS,104.05,89.68,135.15
1179,NTRS,104.05,89.68,135.15
1180,NUE,142.89,88.5,187.9
1181,NUE,142.89,88.5,187.9
1182,NUE,142.89,88.5,187.9
1183,NUE,142.89,88.5,187.9
1184,NVDA,187.09,140.55,346.47
1185,NVDA,187.09,140.55,346.47
1186,NVDA,187.09,140.55,346.47
1187,NVDA,187.09,140.55,346.47
1188,NWL,21.08,17.4,26.45
1189,NWL,21.08,17.4,26.45
1190,NWL,21.08,17.4,26.45
1191,NWL,21.08,17.4,26.45
1192,NWS,19.07,15.18,24.75
1193,NWS,19.07,15.18,24.75
1194,NWS,19.07,15.18,24.75
1195,NWS,19.07,15.18,24.75
1196,NWSA,18.83,14.95,25.87
1197,NWSA,18.83,14.95,25.87
1198,NWSA,18.83,14.95,25.87
1199,NWSA,18.83,14.95,25.87
1200,O,74.67,62.29,75.4
1201,O,74.67,62.29,75.4
1202,O,74.67,62.29,75.4
1203,O,74.67,62.29,75.4
1204,OKE,64.35,48.51,75.07
1205,OKE,64.35,48.51,75.07
1206,OKE,64.35,48.51,75.07
1207,OKE,64.35,48.51,75.07
1208,OMC,72.55,61.31,91.61
1209,OMC,72.55,61.31,91.61
1210,OMC,72.55,61.31,91.61
1211,OMC,72.55,61.31,91.61
1212,ORLY,731.59,562.9,748.68
1213,ORLY,731.59,562.9,748.68
1214,ORLY,731.59,562.9,748.68
1215,ORLY,731.59,562.9,748.68
1216,OXY,65.73,21.62,74.04
1217,OXY,65.73,21.62,74.04
1218,OXY,65.73,21.62,74.04
1219,OXY,65.73,21.62,74.04
1220,PAYX,135.61,106.55,141.92
1221,PAYX,135.61,106.55,141.92
1222,PAYX,135.61,106.55,141.92
1223,PAYX,135.61,106.55,141.92
1224,PBCT,0.0,0.0,0.0
1225,PBCT,0.0,0.0,0.0
1226,PBCT,0.0,0.0,0.0
1227,PBCT,0.0,0.0,0.0
1228,PBI,3.45,3.13,8.2
1229,PBI,3.45,3.13,8.2
1230,PBI,3.45,3.13,8.2
1231,PBI,3.45,3.13,8.2
1232,PCAR,93.73,77.0,97.56
1233,PCAR,93.73,77.0,97.56
1234,PCAR,93.73,77.0,97.56
1235,PCAR,93.73,77.0,97.56
1236,PCG,12.13,8.75,13.19
1237,PCG,12.13,8.75,13.19
1238,PCG,12.13,8.75,13.19
1239,PCG,12.13,8.75,13.19
1240,PCLN,0.0,0.0,0.0
1241,PCLN,0.0,0.0,0.0
1242,PCLN,0.0,0.0,0.0
1243,PCLN,0.0,0.0,0.0
1244,PDCO,31.37,26.51,35.29
1245,PDCO,31.37,26.51,35.29
1246,PDCO,31.37,26.51,35.29
1247,PDCO,31.37,26.51,35.29
1248,PEG,67.61,58.19,75.61
1249,PEG,67.61,58.19,75.61
1250,PEG,67.61,58.19,75.61
1251,PEG,67.61,58.19,75.61
1252,PEP,177.33,149.48,177.69
1253,PEP,177.33,149.48,177.69
1254,PEP,177.33,149.48,177.69
1255,PEP,177.33,149.48,177.69
1256,PFE,50.11,40.94,61.71
1257,PFE,50.11,40.94,61.71
1258,PFE,50.11,40.94,61.71
1259,PFE,50.11,40.94,61.71
1260,PFG,79.51,60.97,80.36
1261,PFG,79.51,60.97,80.36
1262,PFG,79.51,60.97,80.36
1263,PFG,79.51,60.97,80.36
1264,PG,146.67,129.5,165.35
1265,PG,146.67,129.5,165.35
1266,PG,146.67,129.5,165.35
1267,PG,146.67,129.5,165.35
1268,PGR,121.77,89.35,122.24
1269,PGR,121.77,89.35,122.24
1270,PGR,121.77,89.35,122.24
1271,PGR,121.77,89.35,122.24
1272,PH,308.0,230.44,340.0
1273,PH,308.0,230.44,340.0
1274,PH,308.0,230.44,340.0
1275,PH,308.0,230.44,340.0
1276,PHM,44.95,35.03,58.09
1277,PHM,44.95,35.03,58.09
1278,PHM,44.95,35.03,58.09
1279,PHM,44.95,35.03,58.09
1280,PKI,157.91,130.65,203.16
1281,PKI,157.91,130.65,203.16
1282,PKI,157.91,130.65,203.16
1283,PKI,157.91,130.65,203.16
1284,PM,99.24,85.64,112.48
1285,PM,99.24,85.64,112.48
1286,PM,99.24,85.64,112.48
1287,PM,99.24,85.64,112.48
1288,PNC,174.63,146.39,228.14
1289,PNC,174.63,146.39,228.14
1290,PNC,174.63,146.39,228.14
1291,PNC,174.63,146.39,228.14
1292,PNR,50.69,43.6,80.4
1293,PNR,50.69,43.6,80.4
1294,PNR,50.69,43.6,80.4
1295,PNR,50.69,43.6,80.4
1296,PNW,77.32,62.78,81.25
1297,PNW,77.32,62.78,81.25
1298,PNW,77.32,62.78,81.25
1299,PNW,77.32,62.78,81.25
1300,PPG,135.55,107.06,177.32
1301,PPG,135.55,107.06,177.32
1302,PPG,135.55,107.06,177.32
1303,PPG,135.55,107.06,177.32
1304,PPL,30.29,24.98,30.72
1305,PPL,30.29,24.98,30.72
1306,PPL,30.29,24.98,30.72
1307,PPL,30.29,24.98,30.72
1308,PRU,105.49,89.73,124.22
1309,PRU,105.49,89.73,124.22
1310,PRU,105.49,89.73,124.22
1311,PRU,105.49,89.73,124.22
1312,PSX,90.0,63.19,111.28
1313,PSX,90.0,63.19,111.28
1314,PSX,90.0,63.19,111.28
1315,PSX,90.0,63.19,111.28
1316,PVH,68.97,54.57,125.42
1317,PVH,68.97,54.57,125.42
1318,PVH,68.97,54.57,125.42
1319,PVH,68.97,54.57,125.42
1320,PWR,143.46,92.86,146.84
1321,PWR,143.46,92.86,146.84
1322,PWR,143.46,92.86,146.84
1323,PWR,143.46,92.86,146.84
1324,PX,13.4,10.09,15.297
1325,PX,13.4,10.09,15.297
1326,PX,13.4,10.09,15.297
1327,PX,13.4,10.09,15.297
1328,PYPL,101.1,67.58,296.7
1329,PYPL,101.1,67.58,296.7
1330,PYPL,101.1,67.58,296.7
1331,QCOM,151.29,118.23,193.58
1332,QCOM,151.29,118.23,193.58
1333,QCOM,151.29,118.23,193.58
1334,QCOM,151.29,118.23,193.58
1335,QRVO,111.07,90.16,192.92
1336,QRVO,111.07,90.16,192.92
1337,QRVO,111.07,90.16,192.92
1338,R,83.0,61.71,93.05
1339,R,83.0,61.71,93.05
1340,R,83.0,61.71,93.05
1341,R,83.0,61.71,93.05
1342,RCL,42.37,31.09,98.27
1343,RCL,42.37,31.09,98.27
1344,RCL,42.37,31.09,98.27
1345,RCL,42.37,31.09,98.27
1346,REGN,628.71,538.01,747.42
1347,REGN,628.71,538.01,747.42
1348,REGN,628.71,538.01,747.42
1349,REGN,628.71,538.01,747.42
1350,RHI,82.32,73.1,125.77
1351,RHI,82.32,73.1,125.77
1352,RHI,82.32,73.1,125.77
1353,RHI,82.32,73.1,125.77
1354,RHT,0.0,0.0,0.0
1355,RHT,0.0,0.0,0.0
1356,RHT,0.0,0.0,0.0
1357,RHT,0.0,0.0,0.0
1358,RL,98.84,86.54,135.99
1359,RL,98.84,86.54,135.99
1360,RL,98.84,86.54,135.99
1361,RL,98.84,86.54,135.99
1362,ROK,257.76,190.08,354.99
1363,ROK,257.76,190.08,354.99
1364,ROK,257.76,190.08,354.99
1365,ROK,257.76,190.08,354.99
1366,ROP,439.1,369.51,505.0
1367,ROP,439.1,369.51,505.0
1368,ROP,439.1,369.51,505.0
1369,ROP,439.1,369.51,505.0
1370,ROST,90.12,69.24,126.86
1371,ROST,90.12,69.24,126.86
1372,ROST,90.12,69.24,126.86
1373,ROST,90.12,69.24,126.86
1374,RRC,34.11,12.37,37.44
1375,RRC,34.11,12.37,37.44
1376,RRC,34.11,12.37,37.44
1377,RRC,34.11,12.37,37.44
1378,RSG,144.71,113.57,145.98
1379,RSG,144.71,113.57,145.98
1380,RSG,144.71,113.57,145.98
1381,RSG,144.71,113.57,145.98
1382,SBUX,88.31,68.39,120.76
1383,SBUX,88.31,68.39,120.76
1384,SBUX,88.31,68.39,120.76
1385,SBUX,88.31,68.39,120.76
1386,SCG,0.0,0.002,0.05
1387,SCG,0.0,0.002,0.05
1388,SCG,0.0,0.002,0.05
1389,SCG,0.0,0.002,0.05
1390,SCHW,75.0,59.35,96.24
1391,SCHW,75.0,59.35,96.24
1392,SCHW,75.0,59.35,96.24
1393,SCHW,75.0,59.35,96.24
1394,SE,88.71,54.06,372.7
1395,SE,88.71,54.06,372.7
1396,SE,88.71,54.06,372.7
1397,SE,88.71,54.06,372.7
1398,SEE,58.66,54.51,70.72
1399,SEE,58.66,54.51,70.72
1400,SEE,58.66,54.51,70.72
1401,SEE,58.66,54.51,70.72
1402,SHW,251.61,214.22,354.15
1403,SHW,251.61,214.22,354.15
1404,SHW,251.61,214.22,354.15
1405,SHW,251.61,214.22,354.15
1406,SIG,67.82,48.31,111.92
1407,SIG,67.82,48.31,111.92
1408,SIG,67.82,48.31,111.92
1409,SIG,67.82,48.31,111.92
1410,SJM,133.79,118.55,146.74
1411,SJM,133.79,118.55,146.74
1412,SJM,133.79,118.55,146.74
1413,SJM,133.79,118.55,146.74
1414,SLG,50.77,43.93,85.175255
1415,SLG,50.77,43.93,85.175255
1416,SLG,50.77,43.93,85.175255
1417,SLG,50.77,43.93,85.175255
1418,SNA,231.36,190.08,235.36
1419,SNA,231.36,190.08,235.36
1420,SNA,231.36,190.08,235.36
1421,SNA,231.36,190.08,235.36
1422,SNI,0.0,0.0,0.0
1423,SNI,0.0,0.0,0.0
1424,SNI,0.0,0.0,0.0
1425,SNI,0.0,0.0,0.0
1426,SO,78.12,60.99,78.82
1427,SO,78.12,60.99,78.82
1428,SO,78.12,60.99,78.82
1429,SO,78.12,60.99,78.82
1430,SPG,115.85,93.06,171.12
1431,SPG,115.85,93.06,171.12
1432,SPG,115.85,93.06,171.12
1433,SPG,115.85,93.06,171.12
1434,SPGI,391.92,311.87,484.21
1435,SPGI,391.92,311.87,484.21
1436,SPGI,391.92,311.87,484.21
1437,SPGI,391.92,311.87,484.21
1438,SPLS,0.0,0.0,0.0
1439,SPLS,0.0,0.0,0.0
1440,SPLS,0.0,0.0,0.0
1441,SPLS,0.0,0.0,0.0
1442,SRCL,53.43,40.35,72.11
1443,SRCL,53.43,40.35,72.11
1444,SRCL,53.43,40.35,72.11
1445,SRCL,53.43,40.35,72.11
1446,SRE,166.37,119.56,173.28
1447,SRE,166.37,119.56,173.28
1448,SRE,166.37,119.56,173.28
1449,SRE,166.37,119.56,173.28
1450,STI,0.0,0.0,0.0
1451,STI,0.0,0.0,0.0
1452,STI,0.0,0.0,0.0
1453,STI,0.0,0.0,0.0
1454,STT,74.93,58.8,104.87
1455,STT,74.93,58.8,104.87
1456,STT,74.93,58.8,104.87
1457,STT,74.93,58.8,104.87
1458,STX,83.43,67.36,117.67
1459,STX,83.43,67.36,117.67
1460,STX,83.43,67.36,117.67
1461,STX,83.43,67.36,117.67
1462,STZ,243.73,207.35,261.52
1463,STZ,243.73,207.35,261.52
1464,STZ,243.73,207.35,261.52
1465,STZ,243.73,207.35,261.52
1466,SWK,99.86,91.51,200.65
1467,SWK,99.86,91.51,200.65
1468,SWK,99.86,91.51,200.65
1469,SWK,99.86,91.51,200.65
1470,SWKS,113.41,88.76,186.87
1471,SWKS,113.41,88.76,186.87
1472,SWKS,113.41,88.76,186.87
1473,SWKS,113.41,88.76,186.87
1474,SWN,7.51,3.81,9.87
1475,SWN,7.51,3.81,9.87
1476,SWN,7.51,3.81,9.87
1477,SWN,7.51,3.81,9.87
1478,SYF,36.14,27.215,52.49
1479,SYF,36.14,27.215,52.49
1480,SYF,36.14,27.215,52.49
1481,SYF,36.14,27.215,52.49
1482,SYK,223.12,188.84,281.16
1483,SYK,223.12,188.84,281.16
1484,SYK,223.12,188.84,281.16
1485,SYK,223.12,188.84,281.16
1486,SYMC,0.0,0.0,0.0
1487,SYMC,0.0,0.0,0.0
1488,SYMC,0.0,0.0,0.0
1489,SYMC,0.0,0.0,0.0
1490,SYY,84.77,68.05,91.53
1491,SYY,84.77,68.05,91.53
1492,SYY,84.77,68.05,91.53
1493,SYY,84.77,68.05,91.53
1494,T,18.27,16.63142,21.53
1495,T,18.27,16.63142,21.53
1496,T,18.27,16.63142,21.53
1497,T,18.27,16.63142,21.53
1498,TAP,56.71,42.46,60.12
1499,TAP,56.71,42.46,60.12
1500,TAP,56.71,42.46,60.12
1501,TAP,56.71,42.46,60.12
1502,TDC,35.73,33.38,59.38
1503,TDC,35.73,33.38,59.38
1504,TDC,35.73,33.38,59.38
1505,TDC,35.73,33.38,59.38
1506,TDG,676.6,500.08,686.06
1507,TDG,676.6,500.08,686.06
1508,TDG,676.6,500.08,686.06
1509,TDG,676.6,500.08,686.06
1510,TEL,137.31,107.12,166.44
1511,TEL,137.31,107.12,166.44
1512,TEL,137.31,107.12,166.44
1513,TEL,137.31,107.12,166.44
1514,TGNA,21.61,16.42,23.04
1515,TGNA,21.61,16.42,23.04
1516,TGNA,21.61,16.42,23.04
1517,TGNA,21.61,16.42,23.04
1518,TGT,172.48,137.16,268.98
1519,TGT,172.48,137.16,268.98
1520,TGT,172.48,137.16,268.98
1521,TGT,172.48,137.16,268.98
1522,TIF,0.0,0.0,0.0
1523,TIF,0.0,0.0,0.0
1524,TIF,0.0,0.0,0.0
1525,TIF,0.0,0.0,0.0
1526,TJX,65.47,53.69,77.35
1527,TJX,65.47,53.69,77.35
1528,TJX,65.47,53.69,77.35
1529,TJX,65.47,53.69,77.35
1530,TMK,0.0,0.0,0.0
1531,TMK,0.0,0.0,0.0
1532,TMK,0.0,0.0,0.0
1533,TMK,0.0,0.0,0.0
1534,TMO,603.21,497.83,672.34
1535,TMO,603.21,497.83,672.34
1536,TMO,603.21,497.83,672.34
1537,TMO,603.21,497.83,672.34
1538,TRIP,27.34,16.87,39.04
1539,TRIP,27.34,16.87,39.04
1540,TRIP,27.34,16.87,39.04
1541,TRIP,27.34,16.87,39.04
1542,TRV,171.56,145.4,187.98
1543,TRV,171.56,145.4,187.98
1544,TRV,171.56,145.4,187.98
1545,TRV,171.56,145.4,187.98
1546,TSCO,196.93,166.49,241.54
1547,TSCO,196.93,166.49,241.54
1548,TSCO,196.93,166.49,241.54
1549,TSCO,196.93,166.49,241.54
1550,TSN,81.79,74.43,100.72
1551,TSN,81.79,74.43,100.72
1552,TSN,81.79,74.43,100.72
1553,TSN,81.79,74.43,100.72
1554,TSO,0.0,0.0,0.0
1555,TSO,0.0,0.0,0.0
1556,TSO,0.0,0.0,0.0
1557,TSO,0.0,0.0,0.0
1558,TSS,0.0,0.0,0.0
1559,TSS,0.0,0.0,0.0
1560,TSS,0.0,0.0,0.0
1561,TSS,0.0,0.0,0.0
1562,TXN,185.38,144.46,202.26
1563,TXN,185.38,144.46,202.26
1564,TXN,185.38,144.46,202.26
1565,TXN,185.38,144.46,202.26
1566,TXT,68.08,57.11,79.45
1567,TXT,68.08,57.11,79.45
1568,TXT,68.08,57.11,79.45
1569,TXT,68.08,57.11,79.45
1570,UA,9.05,7.22,22.995
1571,UA,9.05,7.22,22.995
1572,UA,9.05,7.22,22.995
1573,UA,9.05,7.22,22.995
1574,UAA,10.03,8.1,27.28
1575,UAA,10.03,8.1,27.28
1576,UAA,10.03,8.1,27.28
1577,UAA,10.03,8.1,27.28
1578,UAL,39.34,30.54,54.52
1579,UAL,39.34,30.54,54.52
1580,UAL,39.34,30.54,54.52
1581,UAL,39.34,30.54,54.52
1582,UDR,50.13,42.0,61.06
1583,UDR,50.13,42.0,61.06
1584,UDR,50.13,42.0,61.06
1585,UDR,50.13,42.0,61.06
1586,UHS,111.96,98.63,158.28
1587,UHS,111.96,98.63,158.28
1588,UHS,111.96,98.63,158.28
1589,UHS,111.96,98.63,158.28
1590,ULTA,395.47,330.8,438.63
1591,ULTA,395.47,330.8,438.63
1592,ULTA,395.47,330.8,438.63
1593,ULTA,395.47,330.8,438.63
1594,UNH,543.7,383.12,553.29
1595,UNH,543.7,383.12,553.29
1596,UNH,543.7,383.12,553.29
1597,UNH,543.7,383.12,553.29
1598,UNM,38.89,22.25,38.9
1599,UNM,38.89,22.25,38.9
1600,UNM,38.89,22.25,38.9
1601,UNM,38.89,22.25,38.9
1602,UNP,239.95,195.68,278.94
1603,UNP,239.95,195.68,278.94
1604,UNP,239.95,195.68,278.94
1605,UNP,239.95,195.68,278.94
1606,UPS,204.89,165.34,233.72
1607,UPS,204.89,165.34,233.72
1608,UPS,204.89,165.34,233.72
1609,UPS,204.89,165.34,233.72
1610,URBN,22.29,17.81,41.03
1611,URBN,22.29,17.81,41.03
1612,URBN,22.29,17.81,41.03
1613,URBN,22.29,17.81,41.03
1614,USB,48.77,43.75,63.57
1615,USB,48.77,43.75,63.57
1616,USB,48.77,43.75,63.57
1617,USB,48.77,43.75,63.57
1618,UTX,0.0,0.0,0.0
1619,UTX,0.0,0.0,0.0
1620,UTX,0.0,0.0,0.0
1621,UTX,0.0,0.0,0.0
1622,V,211.33,185.91,236.96
1623,V,211.33,185.91,236.96
1624,V,211.33,185.91,236.96
1625,V,211.33,185.91,236.96
1626,VAR,0.0,0.0,0.0
1627,VAR,0.0,0.0,0.0
1628,VAR,0.0,0.0,0.0
1629,VAR,0.0,0.0,0.0
1630,VFC,47.12,43.08,80.54
1631,VFC,47.12,43.08,80.54
1632,VFC,47.12,43.08,80.54
1633,VFC,47.12,43.08,80.54
1634,VIAB,0.0,0.0,0.0
1635,VIAB,0.0,0.0,0.0
1636,VIAB,0.0,0.0,0.0
1637,VIAB,0.0,0.0,0.0
1638,VLO,115.19,58.85,146.81
1639,VLO,115.19,58.85,146.81
1640,VLO,115.19,58.85,146.81
1641,VLO,115.19,58.85,146.81
1642,VMC,178.23,137.54,213.65
1643,VMC,178.23,137.54,213.65
1644,VMC,178.23,137.54,213.65
1645,VMC,178.23,137.54,213.65
1646,VNO,30.52,27.35,47.26
1647,VNO,30.52,27.35,47.26
1648,VNO,30.52,27.35,47.26
1649,VNO,30.52,27.35,47.26
1650,VRSK,202.87,156.05,231.57
1651,VRSK,202.87,156.05,231.57
1652,VRSK,202.87,156.05,231.57
1653,VRSK,202.87,156.05,231.57
1654,VRSN,202.09,155.25,257.03
1655,VRSN,202.09,155.25,257.03
1656,VRSN,202.09,155.25,257.03
1657,VRSN,202.09,155.25,257.03
1658,VRTX,294.52,176.36,301.8
1659,VRTX,294.52,176.36,301.8
1660,VRTX,294.52,176.36,301.8
1661,VRTX,294.52,176.36,301.8
1662,VTR,52.46,45.44,64.02
1663,VTR,52.46,45.44,64.02
1664,VTR,52.46,45.44,64.02
1665,VTR,52.46,45.44,64.02
1666,VZ,45.15,43.77,56.2
1667,VZ,45.15,43.77,56.2
1668,VZ,45.15,43.77,56.2
1669,VZ,45.15,43.77,56.2
1670,WAT,335.23,288.32,428.22
1671,WAT,335.23,288.32,428.22
1672,WAT,335.23,288.32,428.22
1673,WAT,335.23,288.32,428.22
1674,WDC,50.67,41.63,69.99
1675,WDC,50.67,41.63,69.99
1676,WDC,50.67,41.63,69.99
1677,WDC,50.67,41.63,69.99
1678,WEC,105.64,86.84,108.39
